res_id,name,address,mobile_url,cuisines,review_count,rating,latitude,longitude,health_index
mcdonalds-champaign-10,McDonalds,"616 E Green St,Champaign, IL 61820",http://m.yelp.com/biz/mcdonalds-champaign-10,"American (Traditional),tradamerican,Fast Food,hotdogs,Burgers,burgers",6,2.5,40.110556,-88.2295463,0
meatheads-champaign,Meatheads,"1305 S Neil St,Champaign, IL 61820",http://m.yelp.com/biz/meatheads-champaign,"Burgers,burgers",73,3.5,40.101522,-88.24448,0
mia-zas-cafe-champaign,Mia Za's Cafe,"629 E Green St,Champaign, IL 61820",http://m.yelp.com/biz/mia-zas-cafe-champaign,"Pizza,pizza,Italian,italian,Cafes,cafes",56,3.5,40.110086,-88.229227,0
miga-champaign-2,Miga,"301 N. Neil St. Ste#104,Ste 104,Champaign, IL 61820",http://m.yelp.com/biz/miga-champaign-2,"American (New),newamerican,Lounges,lounges",15,4,40.1190386,-88.2438816,0
minnecis-ristorante-champaign-3,Minneci's Ristorante,"2501 Village Green Pl,Champaign, IL 61822",http://m.yelp.com/biz/minnecis-ristorante-champaign-3,"Italian,italian",15,3.5,40.082367,-88.296204,0
mirsung-indian-fast-food-and-groceries-champaign,Mirsung Indian Fast food and Groceries,"49 E Green St,Champaign, IL 61820",http://m.yelp.com/biz/mirsung-indian-fast-food-and-groceries-champaign,"Grocery,grocery,Indian,indpak",7,3.5,40.1101985,-88.2402729,0
murphys-pub-champaign,Murphy's Pub,"604 E Green St,Champaign, IL 61820",http://m.yelp.com/biz/murphys-pub-champaign,"Pubs,pubs,American (New),newamerican",83,4,40.110553,-88.230154,0
o-charleys-champaign,O'Charley's,"730 W Town Center Blvd,Champaign, IL 61822",http://m.yelp.com/biz/o-charleys-champaign,"American (Traditional),tradamerican,Breakfast & Brunch,breakfast_brunch",19,3,40.1431902,-88.2559549,0
oishi-champaign,Oishi,"2501 N Prospect Ave,Champaign, IL 61822",http://m.yelp.com/biz/oishi-champaign,"Japanese,japanese",45,3,40.1451769,-88.258404,0
old-chicago-champaign,Old Chicago,"1910 N Neil St,Champaign, IL 61820",http://m.yelp.com/biz/old-chicago-champaign,"Pizza,pizza,American (Traditional),tradamerican,Salad,salad",34,3,40.139794,-88.243786,0
olive-garden-italian-restaurant-champaign-2,Olive Garden Italian Restaurant,"30 E Anthony Dr,Champaign, IL 61820",http://m.yelp.com/biz/olive-garden-italian-restaurant-champaign-2,"Italian,italian",29,3,40.1358447,-88.2411481,0
orange-and-brew-champaign,Orange & Brew,"1201 S Neil St,Champaign, IL 61820",http://m.yelp.com/biz/orange-and-brew-champaign,"Bars,bars,American (New),newamerican",33,3,40.103246,-88.244236,0
outback-steakhouse-champaign,Outback Steakhouse,"2402 N Prospect Ave,Champaign, IL 61821",http://m.yelp.com/biz/outback-steakhouse-champaign,"Steakhouses,steak",16,2.5,40.1448729,-88.257169,0
pancheros-mexican-grill-urbana,Panchero's Mexican Grill,"102 E University Ave,Ste B,Urbana, IL 61801",http://m.yelp.com/biz/pancheros-mexican-grill-urbana,"Mexican,mexican",19,2,40.116832,-88.207131,0
panda-express-champaign-2,Panda Express,"2521 N Prospect Ave,Champaign, IL 61822",http://m.yelp.com/biz/panda-express-champaign-2,"Chinese,chinese",6,3.5,40.145838,-88.2585417,0
panda-express-champaign-3,Panda Express,"627 S Wright St,Champaign, IL 61820",http://m.yelp.com/biz/panda-express-champaign-3,"Chinese,chinese",3,2.5,40.1105984,-88.2290979,0
papa-ds-bar-and-grill-champaign,Papa D's Bar & Grill,"401 E Green St,Champaign, IL 61820",http://m.yelp.com/biz/papa-ds-bar-and-grill-champaign,"Bars,bars,American (New),newamerican",1,3,40.1100246,-88.2332899,0
papa-murphys-take-n-bake-pizza-urbana,Papa Murphy's Take N Bake Pizza,"114 N Vine St,Ste C,Urbana, IL 61802",http://m.yelp.com/biz/papa-murphys-take-n-bake-pizza-urbana,"Pizza,pizza",7,3.5,40.1134471,-88.2030657,0
papa-murphys-take-n-bake-pizza-urbana,Papa Murphy's Take N Bake Pizza,"114 N Vine St,Ste C,Urbana, IL 61802",http://m.yelp.com/biz/papa-murphys-take-n-bake-pizza-urbana,"Pizza,pizza",7,3.5,40.1134471,-88.2030657,0
peking-house-restaurant-mahomet,Peking House Restaurant,"806 E Franklin St,Mahomet, IL 61853",http://m.yelp.com/biz/peking-house-restaurant-mahomet,"Chinese,chinese,Korean,korean,Thai,thai",4,5,40.194997,-88.396367,0
penn-station-champaign,Penn Station,"605 S 6th St,Champaign, IL 61820",http://m.yelp.com/biz/penn-station-champaign,"American (New),newamerican,Cheesesteaks,cheesesteaks,Sandwiches,sandwiches",10,3.5,40.110756,-88.230634,0
penn-station-champaign-2,Penn Station,"906 W Town Center Blvd,Champaign, IL 61822",http://m.yelp.com/biz/penn-station-champaign-2,"Sandwiches,sandwiches",9,3.5,40.1432914,-88.2591227,0
philo-tavern-philo,Philo Tavern,"101 W Washington St,Philo, IL 61864",http://m.yelp.com/biz/philo-tavern-philo,"American (Traditional),tradamerican",5,4,40.006676,-88.15816,0
pias-sports-bar-and-grill-champaign,Pia's Sports Bar & Grill,"1609 W Springfield Ave,Champaign, IL 61821",http://m.yelp.com/biz/pias-sports-bar-and-grill-champaign,"Restaurants,restaurants,Dive Bars,divebars",6,3.5,40.112525,-88.273756,0
pizza-hut-champaign,Pizza Hut,"409 N Mattis Ave,Champaign, IL 61821",http://m.yelp.com/biz/pizza-hut-champaign,"Pizza,pizza,Italian,italian,Chicken Wings,chicken_wings",2,2,40.1201855,-88.2772836,0
pizza-hut-champaign-2,Pizza Hut,"411 E Green St,Champaign, IL 61820",http://m.yelp.com/biz/pizza-hut-champaign-2,"Pizza,pizza,Italian,italian,Chicken Wings,chicken_wings",3,2.5,40.1100834,-88.2323204,0
pizza-hut-savoy,Pizza Hut,"1317 Savoy Plaza Lane,Savoy, IL 61874",http://m.yelp.com/biz/pizza-hut-savoy,"Pizza,pizza,Italian,italian,Chicken Wings,chicken_wings",2,3,40.0704268,-88.251563,0
pizza-m-urbana,Pizza M,"208 W Main St,Urbana, IL 61801",http://m.yelp.com/biz/pizza-m-urbana,"Pizza,pizza",21,3.5,40.112655,-88.2093142,0
po-boys-restaurant-urbana,Po' Boys Restaurant,"202 E University Ave,Ste C,Urbana, IL 61801",http://m.yelp.com/biz/po-boys-restaurant-urbana,"Barbeque,bbq,Pizza,pizza",13,4.5,40.1167919,-88.205811,0
po-boys-urbana,Po'-Boys,"1901 N High Cross Rd,Urbana, IL 61802",http://m.yelp.com/biz/po-boys-urbana,"Barbeque,bbq,Pizza,pizza",12,3.5,40.131037,-88.1629021,0
popeyes-champaign,Popeyes,"912 W Bloomington Rd,Champaign, IL 61821",http://m.yelp.com/biz/popeyes-champaign,"Fast Food,hotdogs",12,3,40.1337244,-88.2606277,0
popeyes-champaign,Popeyes,"912 W Bloomington Rd,Champaign, IL 61821",http://m.yelp.com/biz/popeyes-champaign,"Fast Food,hotdogs",12,3,40.1337244,-88.2606277,0
potbelly-sandwich-shop-champaign,Potbelly Sandwich Shop,"501 E Green St,Champaign, IL 61820",http://m.yelp.com/biz/potbelly-sandwich-shop-champaign,"Sandwiches,sandwiches,Fast Food,hotdogs,Delis,delis",25,4,40.110074,-88.2318912,0
q-smokehouse-champaign,Q Smokehouse,"617 E Green St,Champaign, IL 61820",http://m.yelp.com/biz/q-smokehouse-champaign,"Barbeque,bbq",3,1.5,40.110041,-88.2296889,0
red-lobster-champaign,Red Lobster,"1901 N. Prospect Ave.,Champaign, IL 61822",http://m.yelp.com/biz/red-lobster-champaign,"Seafood,seafood,American (Traditional),tradamerican",23,3.5,40.138424,-88.258634,0
rochs-saint-joseph,Roch's,"101 N Main,Saint Joseph, IL 61873",http://m.yelp.com/biz/rochs-saint-joseph,"Burgers,burgers,Sports Bars,sportsbars",1,5,40.1115488,-88.0419279,0
sakanaya-restaurant-champaign,Sakanaya Restaurant,"403 E Green St,Champaign, IL 61820",http://m.yelp.com/biz/sakanaya-restaurant-champaign,"Japanese,japanese,Sushi Bars,sushi",74,4.5,40.1100319,-88.2330779,0
sams-cafe-champaign,Sam's Cafe,"115 N Walnut St,Champaign, IL 61820",http://m.yelp.com/biz/sams-cafe-champaign,"Diners,diners,Breakfast & Brunch,breakfast_brunch",51,4,40.1169853,-88.2427068,0
sarku-japan-champaign-2,Sarku Japan,"Market Place Mall,2000 N Neil St,Champaign, IL 61820",http://m.yelp.com/biz/sarku-japan-champaign-2,"Japanese,japanese",3,1.5,40.1427776,-88.243865,0
sbarro-urbana,Sbarro,"1401 W Green St,Urbana, IL 61801",http://m.yelp.com/biz/sbarro-urbana,"Italian,italian",2,1,40.1097387,-88.2273147,0
seven-saints-champaign,Seven Saints,"32 E Chester St,Champaign, IL 61820",http://m.yelp.com/biz/seven-saints-champaign,"American (Traditional),tradamerican,Pubs,pubs,Lounges,lounges",135,3.5,40.1164291,-88.2419744,0
sitara-urbana,Sitara,"114 S Race St,Urbana, IL 61801",http://m.yelp.com/biz/sitara-urbana,"Indian,indpak,Vegetarian,vegetarian",46,4,40.111959,-88.208652,0
smokys-house-bbq-savoy,Smoky's House BBQ,"1333 Savoy Plaza Ln,Ste 8,Savoy, IL 61874",http://m.yelp.com/biz/smokys-house-bbq-savoy,"Barbeque,bbq",26,3.5,40.0712242,-88.251908,0
sonic-champaign,Sonic,"601 N Mattis Ave,Champaign, IL 61821",http://m.yelp.com/biz/sonic-champaign,"Fast Food,hotdogs",10,3.5,40.121346,-88.277537,0
sonic-savoy,Sonic,"101 Calvin,Savoy, IL 61874",http://m.yelp.com/biz/sonic-savoy,"Fast Food,hotdogs",5,3.5,40.0588837,-88.2533147,0
south-china-restaurant-champaign,South China Restaurant,"25 E Springfield Ave,Champaign, IL 61820",http://m.yelp.com/biz/south-china-restaurant-champaign,"Chinese,chinese",16,4,40.112114,-88.241292,0
spoon-house-korean-kitchen-champaign,Spoon House Korean Kitchen,"616 E Green St,Champaign, IL 61820",http://m.yelp.com/biz/spoon-house-korean-kitchen-champaign,"Korean,korean",39,3,40.110556,-88.2295463,0
star-karaoke-savoy,Star Karaoke,"1503 Lyndhurst Alley,Savoy, IL 61874",http://m.yelp.com/biz/star-karaoke-savoy,"Karaoke,karaoke,Korean,korean",12,3.5,40.073529,-88.250877,0
station-6-pizza-champaign,Station 6 Pizza,"1103 W Windsor,Champaign, IL 61821",http://m.yelp.com/biz/station-6-pizza-champaign,"Pizza,pizza,Gluten-Free,gluten_free",15,4,40.083276,-88.264031,0
subway-champaign-10,Subway,"1101 N Mattis Ave,Champaign, IL 61821",http://m.yelp.com/biz/subway-champaign-10,"Sandwiches,sandwiches",1,5,40.1269112,-88.2776589,0
subway-champaign-12,Subway,"1401 S Neil St,Champaign, IL 61820",http://m.yelp.com/biz/subway-champaign-12,"Restaurants,restaurants",3,1,40.0997492,-88.244739,0
subway-champaign-3,Subway,"4202 W Springfield Ave,Champaign, IL 61822",http://m.yelp.com/biz/subway-champaign-3,"Sandwiches,sandwiches",1,1,40.1131409,-88.3031491,0
subway-champaign-7,Subway,"45 E University Ave Ste 101,Champaign, IL 61820",http://m.yelp.com/biz/subway-champaign-7,"Sandwiches,sandwiches",5,2.5,40.1157886,-88.241201,0
subway-urbana-4,Subway,"701 S Gregory St Ste A,Urbana, IL 61801",http://m.yelp.com/biz/subway-urbana-4,"Sandwiches,sandwiches",2,2,40.1065482,-88.2217353,0
subway-urbana-5,Subway,"2740 S Philo Rd,Urbana, IL 61802",http://m.yelp.com/biz/subway-urbana-5,"Sandwiches,sandwiches",1,2,40.0828635,-88.1890766,0
sunny-china-buffet-urbana,Sunny China Buffet,"1703 Philo Rd,Urbana, IL 61802",http://m.yelp.com/biz/sunny-china-buffet-urbana,"Chinese,chinese,Buffets,buffets",5,3.5,40.097688,-88.191217,0
super-taco-champaign-2,Super Taco,"501 W Town Center Blvd,Champaign, IL 61822",http://m.yelp.com/biz/super-taco-champaign-2,"Mexican,mexican",8,2.5,40.141663,-88.251737,0
sushi-ichiban-champaign,Sushi Ichiban,"619 S Wright St,Champaign, IL 61820",http://m.yelp.com/biz/sushi-ichiban-champaign,"Sushi Bars,sushi,Japanese,japanese",31,3,40.1108681,-88.2283044,0
sushi-rock-champaign,Sushi Rock,"621 E Green St,Champaign, IL 61820",http://m.yelp.com/biz/sushi-rock-champaign,"Japanese,japanese",34,3,40.110083,-88.229496,0
taco-bell-champaign-2,Taco Bell,"1910 West Springfield,Champaign, IL 61821",http://m.yelp.com/biz/taco-bell-champaign-2,"Mexican,mexican,Tex-Mex,tex-mex,Fast Food,hotdogs",4,3.5,40.1131048,-88.279161,0
taco-bell-urbana-2,Taco Bell,"1003 University,Urbana, IL 61801",http://m.yelp.com/biz/taco-bell-urbana-2,"Mexican,mexican,Tex-Mex,tex-mex,Fast Food,hotdogs",13,2.5,40.1162062,-88.2211455,0
taco-bell-urbana-2,Taco Bell,"1003 University,Urbana, IL 61801",http://m.yelp.com/biz/taco-bell-urbana-2,"Mexican,mexican,Tex-Mex,tex-mex,Fast Food,hotdogs",13,2.5,40.1162062,-88.2211455,0
taco-loco-champaign,Taco Loco,"523 W Town Center Blvd,Champaign, IL 61822",http://m.yelp.com/biz/taco-loco-champaign,"Ethnic Food,ethnicmarkets,Mexican,mexican",29,4,40.1422153,-88.2516996,0
tgi-fridays-champaign-2,TGI Friday's,"103 W Marketview Dr,Champaign, IL 61820",http://m.yelp.com/biz/tgi-fridays-champaign-2,"American (Traditional),tradamerican",23,3,40.137405,-88.245935,0
thara-thai-champaign,Thara Thai,"912 1/2 W Bloomington Rd,Champaign, IL 61821",http://m.yelp.com/biz/thara-thai-champaign,"Thai,thai",112,4,40.1337244,-88.2606277,0
the-apple-dumpling-urbana,The Apple Dumpling,"2014 High Cross Rd,Urbana, IL 61802",http://m.yelp.com/biz/the-apple-dumpling-urbana,"American (Traditional),tradamerican",17,3.5,40.0836259,-88.1621362,0
the-clark-bar-champaign,The Clark Bar,"207 W Clark St,Champaign, IL 61820",http://m.yelp.com/biz/the-clark-bar-champaign,"Karaoke,karaoke,American (Traditional),tradamerican",6,4,40.1150499,-88.246096,0
the-dancing-dog-eatery-and-juicery-urbana,The Dancing Dog Eatery & Juicery,"126 W Main St,Urbana, IL 61801",http://m.yelp.com/biz/the-dancing-dog-eatery-and-juicery-urbana,"Vegan,vegan,Vegetarian,vegetarian,Juice Bars & Smoothies,juicebars",1,5,40.112757,-88.2085029,0
the-great-impasta-urbana,The Great Impasta,"156 C Lincoln Square,Urbana, IL 61801",http://m.yelp.com/biz/the-great-impasta-urbana,"Italian,italian",28,3,40.1112419,-88.2072116,0
the-office-ii-champaign,The Office II,"302 S Country Fair Dr,Champaign, IL 61821",http://m.yelp.com/biz/the-office-ii-champaign,"Pubs,pubs,American (Traditional),tradamerican",1,1,40.113548,-88.282547,0
the-wok-chinese-express-mahomet,The Wok - Chinese Express,"703 Eastwood Dr,Mahomet, IL 61853",http://m.yelp.com/biz/the-wok-chinese-express-mahomet,"Chinese,chinese",16,4.5,40.195742,-88.397754,0
the-y-eatery-champaign,The Y Eatery,"1001 S Wright St,Champaign, IL 61820",http://m.yelp.com/biz/the-y-eatery-champaign,"Thai,thai",22,4,40.1065381,-88.22929,0
timpones-urbana,Timpone's,"710 S Goodwin Ave,Urbana, IL 61801",http://m.yelp.com/biz/timpones-urbana,"Italian,italian",49,3.5,40.1064578,-88.2237637,0
toro-loco-urbana,Toro Loco,"1601 N Cunningham Ave,Urbana, IL 61802",http://m.yelp.com/biz/toro-loco-urbana,"Mexican,mexican",5,3,40.128228,-88.199861,0
uncle-martins-sports-bar-urbana,Uncle Martin's Sports Bar,"1104 N Cunningham Ave,Urbana, IL 61802",http://m.yelp.com/biz/uncle-martins-sports-bar-urbana,"Burgers,burgers",2,5,40.123643,-88.200627,0
vinnys-east-coast-pizzeria-champaign,Vinny's East Coast Pizzeria,"401 W. Kirby Ave,Champaign, IL 61820",http://m.yelp.com/biz/vinnys-east-coast-pizzeria-champaign,"Pizza,pizza",36,3.5,40.0977894,-88.2484821,0
wedge-tequila-bar-and-grill-champaign,Wedge Tequila Bar & Grill,"415 N Neil St,Champaign, IL 61820",http://m.yelp.com/biz/wedge-tequila-bar-and-grill-champaign,"Bars,bars,Mexican,mexican",59,3.5,40.119807,-88.2438559,0
wendys-champaign-2,Wendy's,"608 S Sixth St,Champaign, IL 61820",http://m.yelp.com/biz/wendys-champaign-2,"Fast Food,hotdogs,Burgers,burgers",8,2,40.1114033,-88.2303915,0
wendys-urbana-2,Wendy's,"505 N Cunningham,Urbana, IL 61802",http://m.yelp.com/biz/wendys-urbana-2,"Fast Food,hotdogs",1,3,40.1172246,-88.2051296,0
wendys-champaign,Wendys,"2033 N Prospect Ave,Champaign, IL 61822",http://m.yelp.com/biz/wendys-champaign,"Fast Food,hotdogs",7,2.5,40.140351,-88.258461,0
white-horse-inn-champaign-3,White Horse Inn,"510 E John St,Champaign, IL 61820",http://m.yelp.com/biz/white-horse-inn-champaign-3,"American (Traditional),tradamerican,Pubs,pubs",4,3.5,40.109335,-88.23084,0
wienerschnitzel-champaign,Wienerschnitzel,"3214 Kimberly Dr,Champaign, IL 61821",http://m.yelp.com/biz/wienerschnitzel-champaign,"Fast Food,hotdogs",5,3,40.111393,-88.300547,0
wingstop-champaign,Wingstop,"512 S Neil St,Champaign, IL 61820",http://m.yelp.com/biz/wingstop-champaign,"Chicken Wings,chicken_wings",15,2.5,40.110411,-88.242982,0
world-harvest-foods-champaign,World Harvest Foods,"519 E University Ave,Champaign, IL 61820",http://m.yelp.com/biz/world-harvest-foods-champaign,"Ethnic Food,ethnicmarkets,Delis,delis",40,4.5,40.1159605,-88.2307377,0
yellowfin-champaign,Yellowfin,"303 Cedar St,Champaign, IL 61820",http://m.yelp.com/biz/yellowfin-champaign,"Japanese,japanese,Sushi Bars,sushi",67,4,40.098746,-88.247057,0
zorbas-restaurant-champaign,Zorba's Restaurant,"627 E Green St,Champaign, IL 61820",http://m.yelp.com/biz/zorbas-restaurant-champaign,"Greek,greek",77,4,40.110085,-88.229304,0
